Zip,Countie,Vaccine Equity Metric Quartile,Mr,16+ Population,Persons Fully Vaccinated,Persons Partially Vaccinated,Percent of Population Fully Vaccinated,Percent of Population Partially Vaccinated,Percent of Population with 1+ Dose,Redacted
90291,Los Angeles,4,Healthy Places Index Score,23752,8224,5885,0.346244514,0.247768611,0.594013155,No
90012,Los Angeles,1,Healthy Places Index Score,33927,11983,7730,0.353199512,0.227842137,0.581041634,No
91801,Los Angeles,2,Healthy Places Index Score,46865,17493,9704,0.373263627,0.20706284,0.580326498,No
91723,Los Angeles,2,Healthy Places Index Score,14704,4912,2893,0.334058762,0.196749181,0.530807972,No
91306,Los Angeles,2,Healthy Places Index Score,40253,12617,7212,0.313442469,0.179166764,0.492609233,No
90638,Los Angeles,3,Healthy Places Index Score,41286,13588,8146,0.329118818,0.197306588,0.526425421,No
90034,Los Angeles,3,Healthy Places Index Score,47250,16538,11802,0.350010574,0.249777779,0.599788368,No
90670,Los Angeles,2,Healthy Places Index Score,13371,4554,2703,0.340587825,0.202153921,0.542741776,No
90715,Los Angeles,2,Healthy Places Index Score,16305,4990,3179,0.306041092,0.194970861,0.501011968,No
90703,Los Angeles,4,Healthy Places Index Score,42688,19306,9858,0.452258259,0.230931416,0.683189631,No
91607,Los Angeles,3,Healthy Places Index Score,26189,8487,5283,0.324067354,0.201725915,0.525793254,No
91754,Los Angeles,2,Healthy Places Index Score,28126,13835,6465,0.491893619,0.229858488,0.721752107,No
91204,Los Angeles,1,Healthy Places Index Score,15673,3685,2607,0.235117719,0.166337013,0.401454717,No
90716,Los Angeles,1,Healthy Places Index Score,10882,2513,2021,0.230931818,0.185719535,0.416651338,No
90212,Los Angeles,4,Healthy Places Index Score,10854,4489,2051,0.413580239,0.188962594,0.602542818,No
90713,Los Angeles,4,Healthy Places Index Score,22778,8041,4474,0.353016078,0.1964176,0.549433649,No
91792,Los Angeles,2,Healthy Places Index Score,24490,9141,4996,0.373254389,0.204001635,0.577256024,No
91745,Los Angeles,3,Healthy Places Index Score,45749,17224,9466,0.376489103,0.206911623,0.583400726,No
90755,Los Angeles,3,Healthy Places Index Score,9514,3056,1985,0.321210861,0.208639905,0.529850721,No
91020,Los Angeles,3,Healthy Places Index Score,7219,2305,1448,0.3192963,0.200581804,0.519878089,No
90006,Los Angeles,1,Healthy Places Index Score,47927,11455,8864,0.239009321,0.184947938,0.423957258,No
90266,Los Angeles,4,Healthy Places Index Score,27331,12440,7768,0.455160797,0.284219384,0.739380181,No
90602,Los Angeles,2,Healthy Places Index Score,20127,5457,3666,0.271128327,0.18214339,0.453271717,No
91301,Los Angeles,4,Healthy Places Index Score,21434,8672,4401,0.404590845,0.205327988,0.609918833,No
90732,Los Angeles,3,Healthy Places Index Score,18957,6702,3294,0.353536963,0.173761666,0.527298629,No
90077,Los Angeles,4,Healthy Places Index Score,6681,3859,1456,0.577608168,0.217931449,0.795539618,No
90059,Los Angeles,1,Healthy Places Index Score,31974,6144,4834,0.192156121,0.151185334,0.34334147,No
90064,Los Angeles,4,Healthy Places Index Score,21389,10547,5733,0.493103921,0.268034965,0.761138916,No
90706,Los Angeles,2,Healthy Places Index Score,59835,15727,11115,0.262839466,0.185760841,0.448600322,No
90605,Los Angeles,2,Healthy Places Index Score,31360,9156,6352,0.291964293,0.202551022,0.4945153,No
90005,Los Angeles,1,Healthy Places Index Score,33217,8192,6892,0.2466207,0.207484126,0.454104811,No
91206,Los Angeles,3,Healthy Places Index Score,29123,9085,4867,0.31195274,0.167118773,0.479071528,No
90027,Los Angeles,2,Healthy Places Index Score,39923,14487,9210,0.362873524,0.230694085,0.59356761,No
90303,Los Angeles,1,Healthy Places Index Score,18631,4701,3481,0.252321392,0.186839134,0.439160526,No
90046,Los Angeles,3,Healthy Places Index Score,47364,15457,10090,0.326344907,0.213030994,0.539375901,No
91367,Los Angeles,3,Healthy Places Index Score,38736,14186,7035,0.36622265,0.181613997,0.547836661,No
90723,Los Angeles,1,Healthy Places Index Score,40946,9682,7546,0.23645778,0.184291512,0.420749277,No
90404,Los Angeles,3,Healthy Places Index Score,19650,6497,4578,0.330636144,0.232977092,0.563613236,No
91016,Los Angeles,3,Healthy Places Index Score,33665,12087,6788,0.359037578,0.201633751,0.560671329,No
91790,Los Angeles,2,Healthy Places Index Score,36623,13057,7769,0.356524587,0.212134451,0.568659067,No
90094,Los Angeles,4,Healthy Places Index Score,7662,3097,2079,0.404202551,0.271339089,0.675541639,No
90603,Los Angeles,3,Healthy Places Index Score,17180,5972,3356,0.347613513,0.19534342,0.542956948,No
90049,Los Angeles,4,Healthy Places Index Score,30689,14463,6715,0.471276343,0.21880804,0.690084398,No
90037,Los Angeles,1,Healthy Places Index Score,50660,10638,7859,0.209988162,0.155132249,0.365120411,No
90069,Los Angeles,4,Healthy Places Index Score,19254,8094,4415,0.420380175,0.229303002,0.649683177,No
91775,Los Angeles,3,Healthy Places Index Score,20144,8270,4418,0.410544097,0.219320893,0.629864991,No
90047,Los Angeles,1,Healthy Places Index Score,41436,10157,6107,0.245125011,0.147383913,0.392508924,No
90024,Los Angeles,3,Healthy Places Index Score,48076,13816,7108,0.287378311,0.147849232,0.435227543,No
90058,Los Angeles,1,Healthy Places Index Score,1696,629,739,0.370872647,0.435731143,0.806603789,No
91767,Los Angeles,1,Healthy Places Index Score,39433,11111,6998,0.281769067,0.177465573,0.459234655,No
90032,Los Angeles,1,Healthy Places Index Score,38773,12257,6877,0.316122055,0.17736569,0.493487746,No
91335,Los Angeles,2,Healthy Places Index Score,65819,20031,12178,0.304334611,0.185022563,0.489357173,No
91324,Los Angeles,2,Healthy Places Index Score,25215,8645,4688,0.34285149,0.185921073,0.528772533,No
91326,Los Angeles,4,Healthy Places Index Score,30294,13790,6509,0.455205649,0.214861035,0.670066655,No
90230,Los Angeles,4,Healthy Places Index Score,26640,10323,6329,0.387499988,0.237575069,0.625075102,No
90057,Los Angeles,1,Healthy Places Index Score,40101,7646,5727,0.190668568,0.142814398,0.333482951,No
90744,Los Angeles,1,Healthy Places Index Score,41927,9450,7110,0.225391746,0.16958046,0.394972205,No
91316,Los Angeles,3,Healthy Places Index Score,24699,9768,4360,0.395481586,0.176525369,0.572006941,No
90042,Los Angeles,2,Healthy Places Index Score,52505,17130,10545,0.326254636,0.200838014,0.527092636,No
90604,Los Angeles,2,Healthy Places Index Score,33946,9351,6181,0.275466919,0.182083309,0.457550228,No
90650,Los Angeles,2,Healthy Places Index Score,82425,24269,16204,0.294437379,0.196590841,0.491028219,No
90731,Los Angeles,2,Healthy Places Index Score,48086,12823,7933,0.266668051,0.164975256,0.431643307,No
90010,Los Angeles,2,Healthy Places Index Score,3499,1396,1050,0.39897114,0.300085753,0.699056864,No
90241,Los Angeles,2,Healthy Places Index Score,34639,11072,6937,0.319639713,0.200265601,0.519905329,No
91604,Los Angeles,4,Healthy Places Index Score,27827,10392,6101,0.373450249,0.21924749,0.59269774,No
90810,Los Angeles,2,Healthy Places Index Score,29378,8444,5758,0.287425965,0.195997,0.483422965,No
90601,Los Angeles,3,Healthy Places Index Score,26233,8956,5098,0.341402054,0.194335386,0.535737455,No
91011,Los Angeles,4,Healthy Places Index Score,15981,8057,3901,0.504161179,0.244102374,0.748263538,No
90033,Los Angeles,1,Healthy Places Index Score,36770,10443,6266,0.284008712,0.170410663,0.454419374,No
91201,Los Angeles,2,Healthy Places Index Score,19768,5105,3127,0.258245647,0.158184946,0.416430593,No
93536,Los Angeles,2,Healthy Places Index Score,55529,13763,7902,0.247852474,0.142304018,0.390156507,No
91744,Los Angeles,1,Healthy Places Index Score,67812,18437,13185,0.271884024,0.194434613,0.466318637,No
91601,Los Angeles,2,Healthy Places Index Score,32679,9010,7200,0.275712222,0.220324978,0.496037215,No
90255,Los Angeles,1,Healthy Places Index Score,57280,13515,10791,0.235946223,0.188390359,0.424336582,No
90008,Los Angeles,1,Healthy Places Index Score,27379,7556,3916,0.275977939,0.143029332,0.419007272,No
90066,Los Angeles,3,Healthy Places Index Score,50553,17279,11697,0.341799706,0.231380925,0.573180616,No
90003,Los Angeles,1,Healthy Places Index Score,52804,9476,8031,0.1794561,0.152090758,0.331546843,No
91765,Los Angeles,3,Healthy Places Index Score,38525,16071,8711,0.41715768,0.226112917,0.643270612,No
90660,Los Angeles,2,Healthy Places Index Score,50515,16490,9862,0.326437682,0.195229143,0.521666825,No
91605,Los Angeles,1,Healthy Places Index Score,43439,10342,7408,0.238080993,0.170537993,0.408618987,No
93552,Los Angeles,1,Healthy Places Index Score,29366,6846,5302,0.233126745,0.180548936,0.413675666,No
91214,Los Angeles,4,Healthy Places Index Score,24685,10255,6003,0.41543448,0.243184119,0.658618569,No
90403,Los Angeles,4,Healthy Places Index Score,20853,9106,5545,0.436675787,0.265908986,0.702584743,No
90254,Los Angeles,4,Healthy Places Index Score,16331,6266,4486,0.383687466,0.274692297,0.658379793,No
93553,Los Angeles,2,Healthy Places Index Score,1404,346,195,0.246438742,0.138888896,0.385327637,No
90011,Los Angeles,1,Healthy Places Index Score,79986,14161,11999,0.177043483,0.15001376,0.327057242,No
90019,Los Angeles,2,Healthy Places Index Score,54068,15555,11225,0.287693262,0.207608938,0.4953022,No
90245,Los Angeles,4,Healthy Places Index Score,13050,4932,3753,0.377931029,0.287586212,0.665517271,No
90045,Los Angeles,3,Healthy Places Index Score,34995,12854,8172,0.36730963,0.233519077,0.600828707,No
90017,Los Angeles,1,Healthy Places Index Score,22427,4893,4092,0.218174517,0.182458639,0.400633156,No
93510,Los Angeles,3,Healthy Places Index Score,6429,1531,806,0.238139674,0.125369415,0.363509089,No
91007,Los Angeles,3,Healthy Places Index Score,28003,10784,6105,0.385101587,0.218012363,0.603113949,No
90036,Los Angeles,4,Healthy Places Index Score,32305,11252,7990,0.348305225,0.247330129,0.595635355,No
93637,Madera,1,Healthy Places Index Score,29665,8769,4816,0.295600891,0.162346199,0.457947075,No
93653,Madera,2,CDPH-Derived ZCTA Score,1176,212,72,0.180272102,0.06122449,0.241496593,No
93645,Madera,3,CDPH-Derived ZCTA Score,148,81,18,0.547297299,0.121621624,0.668918908,No
93614,Madera,2,Healthy Places Index Score,9918,3114,1055,0.313974589,0.106372252,0.420346856,No
93601,Madera,3,Healthy Places Index Score,1422,435,149,0.30590716,0.104782,0.410689175,No
93636,Madera,2,Healthy Places Index Score,10329,3672,1517,0.355503917,0.146868035,0.502371967,No
93604,Madera,4,CDPH-Derived ZCTA Score,510,239,75,0.468627453,0.14705883,0.615686297,No
93644,Madera,2,Healthy Places Index Score,7558,2190,775,0.289759189,0.102540351,0.392299563,No
93638,Madera,1,Healthy Places Index Score,35529,8411,6297,0.236736193,0.177235499,0.413971692,No
93610,Madera,1,Healthy Places Index Score,18416,2841,1665,0.154268026,0.090410516,0.244678542,No
93669,Madera,2,CDPH-Derived ZCTA Score,214,58,23,0.271028042,0.107476637,0.378504664,No
93643,Madera,2,Healthy Places Index Score,2274,814,296,0.357959539,0.130167112,0.488126636,No
94965,Marin,4,Healthy Places Index Score,9768,4804,2138,0.491809994,0.218877971,0.710687935,No
94937,Marin,4,CDPH-Derived ZCTA Score,695,551,162,0.792805731,0.23309353,1.025899291,No
94949,Marin,4,Healthy Places Index Score,15627,7656,3106,0.489921302,0.198758557,0.688679874,No
94924,Marin,4,Healthy Places Index Score,1022,651,214,0.636986315,0.209393352,0.846379638,No
94903,Marin,4,Healthy Places Index Score,25181,14132,5351,0.561216772,0.212501496,0.773718297,No
94947,Marin,4,Healthy Places Index Score,21680,10851,4083,0.500507355,0.188330263,0.688837647,No
94973,Marin,4,CDPH-Derived ZCTA Score,1103,669,261,0.606527627,0.236627385,0.843155026,No
94963,Marin,4,CDPH-Derived ZCTA Score,278,258,102,0.928057551,0.366906464,1.294964075,No
94925,Marin,4,Healthy Places Index Score,7560,4418,1987,0.584391534,0.262830675,0.847222209,No
94970,Marin,4,CDPH-Derived ZCTA Score,682,288,105,0.422287405,0.153958946,0.576246321,No
94938,Marin,4,CDPH-Derived ZCTA Score,807,266,121,0.329615861,0.149938047,0.479553908,No
94956,Marin,4,Healthy Places Index Score,1022,792,245,0.7749511,0.239726022,1.014677048,No
94930,Marin,4,Healthy Places Index Score,7477,3628,1609,0.485221356,0.215193257,0.700414598,No
94957,Marin,4,CDPH-Derived ZCTA Score,969,1021,435,1,0.448916405,1.502579927,No
94971,Marin,4,CDPH-Derived ZCTA Score,226,176,56,0.778761089,0.24778761,1.026548624,No
94945,Marin,4,Healthy Places Index Score,15896,7735,2891,0.486600399,0.181869656,0.668470085,No
94904,Marin,4,Healthy Places Index Score,10308,5514,2451,0.534924328,0.237776488,0.772700787,No
94941,Marin,4,Healthy Places Index Score,25592,13231,6578,0.516997516,0.257033437,0.774030924,No
94933,Marin,3,CDPH-Derived ZCTA Score,630,364,160,0.577777803,0.253968269,0.831746042,No
94939,Marin,4,Healthy Places Index Score,5647,3205,1596,0.567557991,0.28262794,0.850185931,No
94901,Marin,4,Healthy Places Index Score,32789,15860,8405,0.483698815,0.256335974,0.740034759,No
94960,Marin,4,Healthy Places Index Score,12836,6419,3265,0.500077903,0.254362732,0.754440665,No
94929,Marin,4,CDPH-Derived ZCTA Score,167,108,35,0.646706581,0.209580839,0.85628742,No
94946,Marin,4,CDPH-Derived ZCTA Score,562,291,113,0.517793596,0.201067612,0.718861222,No
94920,Marin,4,Healthy Places Index Score,10470,5528,2465,0.527984738,0.235434577,0.763419271,No
94940,Marin,3,CDPH-Derived ZCTA Score,287,109,32,0.379790932,0.111498259,0.491289198,No
95318,Mariposa,3,CDPH-Derived ZCTA Score,152,13,47,0.085526317,0.309210539,0.394736856,No
95311,Mariposa,3,Healthy Places Index Score,1730,165,125,0.095375724,0.072254337,0.167630062,No
95306,Mariposa,2,CDPH-Derived ZCTA Score,577,33,43,0.057192374,0.074523397,0.131715775,No
95338,Mariposa,2,Healthy Places Index Score,8917,2046,2404,0.229449362,0.269597411,0.499046773,No
95345,Mariposa,1,CDPH-Derived ZCTA Score,661,32,43,0.048411496,0.065052949,0.113464445,No
95325,Mariposa,2,CDPH-Derived ZCTA Score,78,,,,,,Information redacted in accordance with CA state privacy requirements
93623,Mariposa,4,CDPH-Derived ZCTA Score,114,,,,,,Information redacted in accordance with CA state privacy requirements
95469,Mendocino,3,Healthy Places Index Score,1506,443,141,0.2941567,0.093625501,0.387782216,No
95415,Mendocino,2,Healthy Places Index Score,1159,693,214,0.597929239,0.184641927,0.782571197,No
95460,Mendocino,3,Healthy Places Index Score,2280,1401,328,0.614473701,0.143859655,0.758333325,No
95437,Mendocino,2,Healthy Places Index Score,12051,5680,1333,0.471330166,0.110613227,0.581943393,No
95488,Mendocino,3,CDPH-Derived ZCTA Score,145,92,25,0.634482741,0.172413796,0.806896567,No
95466,Mendocino,1,CDPH-Derived ZCTA Score,784,622,222,0.793367326,0.283163279,1.076530576,No
95468,Mendocino,2,CDPH-Derived ZCTA Score,1001,383,226,0.382617384,0.225774229,0.608391583,No
95428,Mendocino,1,Healthy Places Index Score,1981,65,30,0.032811712,0.015143867,0.047955576,No
95587,Mendocino,1,CDPH-Derived ZCTA Score,51,56,13,1,0.254901975,1.352941155,No
95449,Mendocino,2,Healthy Places Index Score,1254,382,164,0.304625213,0.130781502,0.435406685,No
95429,Mendocino,2,CDPH-Derived ZCTA Score,116,,,,,,Information redacted in accordance with CA state privacy requirements
95417,Mendocino,3,CDPH-Derived ZCTA Score,356,53,11,0.148876399,0.030898876,0.179775283,No
95459,Mendocino,2,CDPH-Derived ZCTA Score,494,176,104,0.35627529,0.210526317,0.566801608,No
95585,Mendocino,1,CDPH-Derived ZCTA Score,378,122,22,0.322751313,0.05820106,0.380952388,No
95427,Mendocino,1,CDPH-Derived ZCTA Score,208,159,41,0.764423072,0.197115391,0.961538434,No
95432,Mendocino,3,CDPH-Derived ZCTA Score,629,170,51,0.270270258,0.081081077,0.351351351,No
95494,Mendocino,1,CDPH-Derived ZCTA Score,155,122,41,0.787096798,0.264516115,1.051612854,No
95470,Mendocino,3,Healthy Places Index Score,4670,1554,495,0.332762301,0.105995715,0.438758016,No
95463,Mendocino,4,CDPH-Derived ZCTA Score,136,48,24,0.352941185,0.176470593,0.529411793,No
95410,Mendocino,3,CDPH-Derived ZCTA Score,896,414,119,0.462053567,0.1328125,0.594866097,No
95456,Mendocino,2,CDPH-Derived ZCTA Score,794,355,91,0.447103262,0.114609569,0.561712861,No
95482,Mendocino,2,Healthy Places Index Score,24972,9194,3421,0.368172348,0.136993438,0.505165815,No
95445,Mendocino,2,Healthy Places Index Score,2019,828,561,0.410104007,0.277860314,0.68796432,No
95454,Mendocino,1,Healthy Places Index Score,1804,800,267,0.443458974,0.148004428,0.591463387,No
95490,Mendocino,2,Healthy Places Index Score,10386,3380,1338,0.325438082,0.128827274,0.454265356,No
95420,Mendocino,3,CDPH-Derived ZCTA Score,384,123,28,0.3203125,0.072916664,0.393229157,No
93665,Merced,1,CDPH-Derived ZCTA Score,532,29,21,0.054511279,0.039473683,0.093984962,No
95348,Merced,1,Healthy Places Index Score,25868,4455,4725,0.172220498,0.182658106,0.354878604,No
95312,Merced,1,CDPH-Derived ZCTA Score,179,,,,,,Information redacted in accordance with CA state privacy requirements
95333,Merced,1,Healthy Places Index Score,1935,102,268,0.052713178,0.138501287,0.191214472,No
93620,Merced,1,Healthy Places Index Score,6687,530,400,0.079258263,0.059817556,0.139075816,No
95374,Merced,1,Healthy Places Index Score,1344,31,18,0.023065476,0.013392857,0.036458332,No
95334,Merced,1,Healthy Places Index Score,12409,4063,3388,0.327423632,0.273027629,0.600451291,No
95322,Merced,1,Healthy Places Index Score,7747,1339,465,0.172841102,0.060023233,0.232864335,No
93635,Merced,1,Healthy Places Index Score,28708,5553,4385,0.193430409,0.152744874,0.346175283,No
95317,Merced,1,CDPH-Derived ZCTA Score,876,32,23,0.036529679,0.026255708,0.062785387,No
95303,Merced,2,CDPH-Derived ZCTA Score,851,28,14,0.032902468,0.016451234,0.0493537,No
95340,Merced,1,Healthy Places Index Score,28006,10315,12235,0.368313938,0.436870664,0.805184603,No
95324,Merced,2,Healthy Places Index Score,6440,1569,665,0.243633538,0.103260867,0.346894413,No
95315,Merced,1,Healthy Places Index Score,10658,635,520,0.059579659,0.048789643,0.108369298,No
95365,Merced,1,Healthy Places Index Score,3469,887,742,0.255693287,0.213894501,0.469587773,No
95388,Merced,1,Healthy Places Index Score,10164,248,162,0.024399843,0.015938606,0.040338449,No
95301,Merced,1,Healthy Places Index Score,29483,5874,4528,0.199233457,0.153580025,0.352813482,No
95369,Merced,2,CDPH-Derived ZCTA Score,845,25,15,0.029585799,0.01775148,0.047337279,No
95341,Merced,1,Healthy Places Index Score,22544,11812,5195,0.52395314,0.230438247,0.754391432,No
96110,Modoc,2,CDPH-Derived ZCTA Score,113,,,,,,Information redacted in accordance with CA state privacy requirements
96108,Modoc,2,CDPH-Derived ZCTA Score,80,,,,,,Information redacted in accordance with CA state privacy requirements
96104,Modoc,2,CDPH-Derived ZCTA Score,618,208,37,0.336569577,0.059870549,0.396440119,No
96006,Modoc,2,CDPH-Derived ZCTA Score,371,96,42,0.258760095,0.113207549,0.371967643,No
96112,Modoc,2,CDPH-Derived ZCTA Score,179,,,,,,Information redacted in accordance with CA state privacy requirements
96015,Modoc,1,CDPH-Derived ZCTA Score,313,117,17,0.373801917,0.054313101,0.42811501,No
96054,Modoc,2,CDPH-Derived ZCTA Score,275,49,31,0.178181812,0.11272727,0.290909082,No
96115,Modoc,2,CDPH-Derived ZCTA Score,115,,,,,,Information redacted in accordance with CA state privacy requirements
96116,Modoc,1,CDPH-Derived ZCTA Score,172,53,19,0.308139533,0.110465117,0.418604642,No
96134,Modoc,2,Healthy Places Index Score,1530,297,291,0.19411765,0.190196082,0.384313732,No
96101,Modoc,2,Healthy Places Index Score,4376,1406,155,0.321298003,0.035420474,0.356718451,No
93541,Mono,4,CDPH-Derived ZCTA Score,202,238,49,1,0.24257426,1.420792103,No
93512,Mono,3,CDPH-Derived ZCTA Score,320,74,11,0.231250003,0.034375001,0.265625,No
96107,Mono,2,CDPH-Derived ZCTA Score,1222,238,47,0.194762677,0.03846154,0.233224228,No
96133,Mono,2,CDPH-Derived ZCTA Score,126,63,11,0.5,0.08730159,0.587301612,No
93546,Mono,4,Healthy Places Index Score,7680,4957,844,0.645442724,0.109895833,0.75533855,No
93517,Mono,4,CDPH-Derived ZCTA Score,606,266,65,0.438943893,0.107260726,0.546204627,No
93905,Monterey,1,Healthy Places Index Score,41083,12426,10605,0.302460879,0.258135974,0.560596824,No
95004,Monterey,2,Healthy Places Index Score,3094,1098,631,0.354880422,0.203943118,0.558823526,No
93925,Monterey,2,Healthy Places Index Score,1478,438,297,0.296346426,0.200947225,0.497293651,No
93955,Monterey,2,Healthy Places Index Score,26993,6614,5164,0.245026484,0.191308856,0.436335355,No
95012,Monterey,2,Healthy Places Index Score,7250,2264,1898,0.312275857,0.261793107,0.574068964,No
93940,Monterey,4,Healthy Places Index Score,27864,9094,5544,0.326370955,0.198966414,0.525337338,No
93932,Monterey,1,CDPH-Derived ZCTA Score,529,96,60,0.181474477,0.113421552,0.294896036,No
93901,Monterey,2,Healthy Places Index Score,21491,8097,5287,0.37676236,0.246009961,0.622772336,No
93920,Monterey,3,CDPH-Derived ZCTA Score,1239,442,252,0.356739312,0.203389823,0.560129166,No
93962,Monterey,4,CDPH-Derived ZCTA Score,397,222,131,0.559193969,0.3299748,0.889168739,No
93933,Monterey,2,Healthy Places Index Score,20113,6642,4451,0.33023417,0.221299663,0.551533818,No
93930,Monterey,1,Healthy Places Index Score,12485,3586,2758,0.28722468,0.22090508,0.508129776,No
93921,Monterey,3,Healthy Places Index Score,2920,1405,704,0.481164396,0.241095886,0.722260296,No
93906,Monterey,2,Healthy Places Index Score,47976,13635,10626,0.284204602,0.221485749,0.505690336,No
95039,Monterey,1,CDPH-Derived ZCTA Score,762,435,269,0.570866168,0.353018373,0.923884511,No
93950,Monterey,4,Healthy Places Index Score,12941,5065,3069,0.391391695,0.237153232,0.628544927,No
93954,Monterey,1,CDPH-Derived ZCTA Score,365,44,27,0.120547943,0.073972605,0.194520548,No
93923,Monterey,4,Healthy Places Index Score,10975,4663,2030,0.424874723,0.184965834,0.609840572,No
93924,Monterey,3,Healthy Places Index Score,5452,2161,1242,0.396368295,0.227806315,0.624174595,No
93953,Monterey,4,Healthy Places Index Score,3602,1757,773,0.487784564,0.214602992,0.702387571,No
93960,Monterey,1,Healthy Places Index Score,21456,4431,3385,0.206515655,0.157764733,0.364280403,No
93907,Monterey,2,Healthy Places Index Score,19057,5534,3888,0.290391982,0.204019517,0.494411498,No
93908,Monterey,4,Healthy Places Index Score,10164,4746,2171,0.466942161,0.213597015,0.680539131,No
93450,Monterey,1,CDPH-Derived ZCTA Score,532,94,76,0.176691726,0.142857149,0.319548875,No
93927,Monterey,1,Healthy Places Index Score,12606,4403,2849,0.349278122,0.226003498,0.57528162,No
93926,Monterey,1,Healthy Places Index Score,6566,2299,2013,0.350137055,0.306579351,0.656716406,No
93928,Monterey,3,CDPH-Derived ZCTA Score,803,,,,,,Information redacted in accordance with CA state privacy requirements
94574,Napa,4,Healthy Places Index Score,7520,3236,1547,0.43031916,0.205718085,0.63603723,No
94576,Napa,2,CDPH-Derived ZCTA Score,105,187,63,1,0.600000024,2.380952358,No
94599,Napa,4,Healthy Places Index Score,2901,1833,722,0.631851077,0.248879701,0.880730808,No
94558,Napa,3,Healthy Places Index Score,55684,23261,10472,0.417732209,0.188061208,0.605793417,No
94508,Napa,4,Healthy Places Index Score,3490,792,413,0.22693409,0.118338108,0.345272213,No
94503,Napa,3,Healthy Places Index Score,15863,6616,3343,0.417071164,0.210741982,0.62781316,No
94567,Napa,2,CDPH-Derived ZCTA Score,507,192,66,0.37869823,0.130177513,0.508875728,No
94515,Napa,3,Healthy Places Index Score,6367,2403,1164,0.377414793,0.182817653,0.56023246,No
94559,Napa,3,Healthy Places Index Score,22382,8428,4332,0.376552582,0.193548381,0.570100963,No
95945,Nevada,2,Healthy Places Index Score,21573,6053,3833,0.280582219,0.177675799,0.458258003,No
95960,Nevada,2,CDPH-Derived ZCTA Score,621,257,141,0.413848639,0.227053136,0.640901744,No
95959,Nevada,3,Healthy Places Index Score,15992,5185,2746,0.324224621,0.171710849,0.49593547,No
96111,Nevada,4,CDPH-Derived ZCTA Score,69,16,16,0.231884062,0.231884062,0.463768125,No
96161,Nevada,4,Healthy Places Index Score,14763,3660,3573,0.247917086,0.242023975,0.489941061,No
95946,Nevada,3,Healthy Places Index Score,7932,2819,1155,0.355395854,0.145612702,0.50100857,No
95975,Nevada,3,Healthy Places Index Score,1552,345,218,0.222293809,0.140463918,0.362757742,No
95986,Nevada,2,CDPH-Derived ZCTA Score,56,25,19,0.446428567,0.339285702,0.785714269,No
95977,Nevada,2,Healthy Places Index Score,1197,243,152,0.203007519,0.126984134,0.329991639,No
95728,Nevada,4,CDPH-Derived ZCTA Score,189,132,98,0.698412716,0.518518507,1.216931224,No
95949,Nevada,3,Healthy Places Index Score,17974,4614,2366,0.256704122,0.131634578,0.388338715,No
92808,Orange,4,Healthy Places Index Score,16663,6267,3531,0.376102746,0.211906627,0.588009357,No
92683,Orange,2,Healthy Places Index Score,75167,28215,17346,0.375364184,0.230766162,0.606130362,No
92618,Orange,4,Healthy Places Index Score,38074,13616,10974,0.357619375,0.288228184,0.645847559,No
92866,Orange,2,Healthy Places Index Score,13023,3492,2383,0.268140972,0.18298395,0.451124936,No
92651,Orange,4,Healthy Places Index Score,21484,8270,4206,0.384937614,0.195773602,0.580711246,No
92630,Orange,4,Healthy Places Index Score,49417,17636,10423,0.356881231,0.210919321,0.567800581,No
92653,Orange,4,Healthy Places Index Score,24603,9665,4685,0.392838269,0.190423936,0.583262205,No
92603,Orange,4,Healthy Places Index Score,14981,6640,3829,0.443228096,0.255590409,0.698818505,No
92629,Orange,4,Healthy Places Index Score,23103,7945,4029,0.34389472,0.174392939,0.518287659,No
92869,Orange,3,Healthy Places Index Score,30019,10284,5886,0.34258303,0.196075812,0.538658857,No
92870,Orange,3,Healthy Places Index Score,42593,13829,8317,0.324677765,0.195266828,0.519944608,No
92656,Orange,4,Healthy Places Index Score,41024,13967,8568,0.340459257,0.208853349,0.549312592,No
92657,Orange,4,Healthy Places Index Score,8030,3878,1719,0.482938975,0.214072227,0.697011232,No
92626,Orange,3,Healthy Places Index Score,42247,11882,8050,0.281250745,0.19054608,0.471796811,No
92703,Orange,1,Healthy Places Index Score,53076,13055,10768,0.245968044,0.202878892,0.448846936,No
92648,Orange,4,Healthy Places Index Score,39079,12867,7019,0.329256117,0.179610536,0.508866668,No
92627,Orange,2,Healthy Places Index Score,50678,11740,8965,0.231658712,0.176901221,0.408559918,No
92868,Orange,2,Healthy Places Index Score,22775,5818,3948,0.255455554,0.173347965,0.428803504,No
92886,Orange,4,Healthy Places Index Score,40433,14809,8081,0.366260231,0.199861497,0.566121757,No
92677,Orange,4,Healthy Places Index Score,55031,20830,10415,0.378513932,0.189256966,0.567770898,No
92708,Orange,3,Healthy Places Index Score,47380,19640,9799,0.41452089,0.206817225,0.621338129,No
92637,Orange,3,Healthy Places Index Score,16019,11462,2222,0.715525329,0.138710275,0.85423559,No
92867,Orange,3,Healthy Places Index Score,35404,10209,6517,0.288357258,0.184075251,0.472432494,No
92617,Orange,3,Healthy Places Index Score,16230,3802,1760,0.234257549,0.108441159,0.342698693,No
92688,Orange,4,Healthy Places Index Score,34770,11178,7149,0.321484029,0.205608279,0.527092338,No
92843,Orange,2,Healthy Places Index Score,37602,12127,8406,0.322509438,0.223551944,0.546061397,No
92655,Orange,2,Healthy Places Index Score,6227,2452,1561,0.393769056,0.250682503,0.644451559,No
